GeoFips,GeoName,LineCode,Description,Income
36057,"Montgomery, NY",1,Personal income (thousands of dollars),1929698
36057,"Montgomery, NY",2,Population (persons) 1/,49642
36057,"Montgomery, NY",3,Per capita personal income (dollars) 2/,38872
36059,"Nassau, NY",1,Personal income (thousands of dollars),105860697
36059,"Nassau, NY",2,Population (persons) 1/,1361350
36059,"Nassau, NY",3,Per capita personal income (dollars) 2/,77762
36061,"New York, NY",1,Personal income (thousands of dollars),257709547
36061,"New York, NY",2,Population (persons) 1/,1644518
36061,"New York, NY",3,Per capita personal income (dollars) 2/,156708
36063,"Niagara, NY",1,Personal income (thousands of dollars),8794139
36063,"Niagara, NY",2,Population (persons) 1/,212652
36063,"Niagara, NY",3,Per capita personal income (dollars) 2/,41355
36065,"Oneida, NY",1,Personal income (thousands of dollars),9226571
36065,"Oneida, NY",2,Population (persons) 1/,232500
36065,"Oneida, NY",3,Per capita personal income (dollars) 2/,39684
36067,"Onondaga, NY",1,Personal income (thousands of dollars),22033688
36067,"Onondaga, NY",2,Population (persons) 1/,468463
36067,"Onondaga, NY",3,Per capita personal income (dollars) 2/,47034
36069,"Ontario, NY",1,Personal income (thousands of dollars),5248011
36069,"Ontario, NY",2,Population (persons) 1/,109561
36069,"Ontario, NY",3,Per capita personal income (dollars) 2/,47900
36071,"Orange, NY",1,Personal income (thousands of dollars),17565599
36071,"Orange, NY",2,Population (persons) 1/,377647
36071,"Orange, NY",3,Per capita personal income (dollars) 2/,46513
36073,"Orleans, NY",1,Personal income (thousands of dollars),1468822
36073,"Orleans, NY",2,Population (persons) 1/,41582
36073,"Orleans, NY",3,Per capita personal income (dollars) 2/,35324
36075,"Oswego, NY",1,Personal income (thousands of dollars),4396551
36075,"Oswego, NY",2,Population (persons) 1/,120146
36075,"Oswego, NY",3,Per capita personal income (dollars) 2/,36593
36077,"Otsego, NY",1,Personal income (thousands of dollars),2321945
36077,"Otsego, NY",2,Population (persons) 1/,60636
36077,"Otsego, NY",3,Per capita personal income (dollars) 2/,38293
36079,"Putnam, NY",1,Personal income (thousands of dollars),5859281
36079,"Putnam, NY",2,Population (persons) 1/,99042
36079,"Putnam, NY",3,Per capita personal income (dollars) 2/,59160
36081,"Queens, NY",1,Personal income (thousands of dollars),98918516
36081,"Queens, NY",2,Population (persons) 1/,2339150
36081,"Queens, NY",3,Per capita personal income (dollars) 2/,42288
36083,"Rensselaer, NY",1,Personal income (thousands of dollars),7183544
36083,"Rensselaer, NY",2,Population (persons) 1/,160266
36083,"Rensselaer, NY",3,Per capita personal income (dollars) 2/,44823
36085,"Richmond, NY",1,Personal income (thousands of dollars),23804269
36085,"Richmond, NY",2,Population (persons) 1/,474558
36085,"Richmond, NY",3,Per capita personal income (dollars) 2/,50161
36087,"Rockland, NY",1,Personal income (thousands of dollars),17879277
36087,"Rockland, NY",2,Population (persons) 1/,326037
36087,"Rockland, NY",3,Per capita personal income (dollars) 2/,54838
36089,"St. Lawrence, NY",1,Personal income (thousands of dollars),3761144
36089,"St. Lawrence, NY",2,Population (persons) 1/,111007
36089,"St. Lawrence, NY",3,Per capita personal income (dollars) 2/,33882
36091,"Saratoga, NY",1,Personal income (thousands of dollars),13343971
36091,"Saratoga, NY",2,Population (persons) 1/,226249
36091,"Saratoga, NY",3,Per capita personal income (dollars) 2/,58979
36093,"Schenectady, NY",1,Personal income (thousands of dollars),7452800
36093,"Schenectady, NY",2,Population (persons) 1/,154604
36093,"Schenectady, NY",3,Per capita personal income (dollars) 2/,48206
36095,"Schoharie, NY",1,Personal income (thousands of dollars),1127815
36095,"Schoharie, NY",2,Population (persons) 1/,31330
36095,"Schoharie, NY",3,Per capita personal income (dollars) 2/,35998
36097,"Schuyler, NY",1,Personal income (thousands of dollars),711516
36097,"Schuyler, NY",2,Population (persons) 1/,18186
36097,"Schuyler, NY",3,Per capita personal income (dollars) 2/,39124
36099,"Seneca, NY",1,Personal income (thousands of dollars),1235601
36099,"Seneca, NY",2,Population (persons) 1/,34833
36099,"Seneca, NY",3,Per capita personal income (dollars) 2/,35472
36101,"Steuben, NY",1,Personal income (thousands of dollars),3928927
36101,"Steuben, NY",2,Population (persons) 1/,97631
36101,"Steuben, NY",3,Per capita personal income (dollars) 2/,40243
36103,"Suffolk, NY",1,Personal income (thousands of dollars),89320692
36103,"Suffolk, NY",2,Population (persons) 1/,1501587
36103,"Suffolk, NY",3,Per capita personal income (dollars) 2/,59484
36105,"Sullivan, NY",1,Personal income (thousands of dollars),3148783
36105,"Sullivan, NY",2,Population (persons) 1/,74877
36105,"Sullivan, NY",3,Per capita personal income (dollars) 2/,42053
36107,"Tioga, NY",1,Personal income (thousands of dollars),1979772
36107,"Tioga, NY",2,Population (persons) 1/,49453
36107,"Tioga, NY",3,Per capita personal income (dollars) 2/,40033
36109,"Tompkins, NY",1,Personal income (thousands of dollars),4311980
36109,"Tompkins, NY",2,Population (persons) 1/,104926
36109,"Tompkins, NY",3,Per capita personal income (dollars) 2/,41095
36111,"Ulster, NY",1,Personal income (thousands of dollars),8002232
36111,"Ulster, NY",2,Population (persons) 1/,180143
36111,"Ulster, NY",3,Per capita personal income (dollars) 2/,44422
36113,"Warren, NY",1,Personal income (thousands of dollars),3068102
36113,"Warren, NY",2,Population (persons) 1/,64688
36113,"Warren, NY",3,Per capita personal income (dollars) 2/,47429
36115,"Washington, NY",1,Personal income (thousands of dollars),2275293
36115,"Washington, NY",2,Population (persons) 1/,62230
36115,"Washington, NY",3,Per capita personal income (dollars) 2/,36563
36117,"Wayne, NY",1,Personal income (thousands of dollars),3797196
36117,"Wayne, NY",2,Population (persons) 1/,91446
36117,"Wayne, NY",3,Per capita personal income (dollars) 2/,41524
36119,"Westchester, NY",1,Personal income (thousands of dollars),91028734
36119,"Westchester, NY",2,Population (persons) 1/,976396
36119,"Westchester, NY",3,Per capita personal income (dollars) 2/,93229
36121,"Wyoming, NY",1,Personal income (thousands of dollars),1556070
36121,"Wyoming, NY",2,Population (persons) 1/,41013
36121,"Wyoming, NY",3,Per capita personal income (dollars) 2/,37941
36123,"Yates, NY",1,Personal income (thousands of dollars),911013
36123,"Yates, NY",2,Population (persons) 1/,25048
36123,"Yates, NY",3,Per capita personal income (dollars) 2/,36371
37001,"Alamance, NC",1,Personal income (thousands of dollars),5672514
37001,"Alamance, NC",2,Population (persons) 1/,158276
37001,"Alamance, NC",3,Per capita personal income (dollars) 2/,35839
37003,"Alexander, NC",1,Personal income (thousands of dollars),1255806
37003,"Alexander, NC",2,Population (persons) 1/,37325
37003,"Alexander, NC",3,Per capita personal income (dollars) 2/,33645
37005,"Alleghany, NC",1,Personal income (thousands of dollars),354495
37005,"Alleghany, NC",2,Population (persons) 1/,10837
37005,"Alleghany, NC",3,Per capita personal income (dollars) 2/,32712
37007,"Anson, NC",1,Personal income (thousands of dollars),834395
37007,"Anson, NC",2,Population (persons) 1/,25759
37007,"Anson, NC",3,Per capita personal income (dollars) 2/,32392
37009,"Ashe, NC",1,Personal income (thousands of dollars),851635
37009,"Ashe, NC",2,Population (persons) 1/,27020
37009,"Ashe, NC",3,Per capita personal income (dollars) 2/,31519
37011,"Avery, NC",1,Personal income (thousands of dollars),547618
37011,"Avery, NC",2,Population (persons) 1/,17689
37011,"Avery, NC",3,Per capita personal income (dollars) 2/,30958
37013,"Beaufort, NC",1,Personal income (thousands of dollars),1799907
37013,"Beaufort, NC",2,Population (persons) 1/,47651
37013,"Beaufort, NC",3,Per capita personal income (dollars) 2/,37773
37015,"Bertie, NC",1,Personal income (thousands of dollars),641295
37015,"Bertie, NC",2,Population (persons) 1/,20199
37015,"Bertie, NC",3,Per capita personal income (dollars) 2/,31749
37017,"Bladen, NC",1,Personal income (thousands of dollars),1121560
37017,"Bladen, NC",2,Population (persons) 1/,34318
37017,"Bladen, NC",3,Per capita personal income (dollars) 2/,32681
37019,"Brunswick, NC",1,Personal income (thousands of dollars),4457288
37019,"Brunswick, NC",2,Population (persons) 1/,122765
37019,"Brunswick, NC",3,Per capita personal income (dollars) 2/,36307
37021,"Buncombe, NC",1,Personal income (thousands of dollars),10378772
37021,"Buncombe, NC",2,Population (persons) 1/,253178
37021,"Buncombe, NC",3,Per capita personal income (dollars) 2/,40994
37023,"Burke, NC",1,Personal income (thousands of dollars),2794772
37023,"Burke, NC",2,Population (persons) 1/,88842
37023,"Burke, NC",3,Per capita personal income (dollars) 2/,31458
37025,"Cabarrus, NC",1,Personal income (thousands of dollars),7799648
37025,"Cabarrus, NC",2,Population (persons) 1/,196762
37025,"Cabarrus, NC",3,Per capita personal income (dollars) 2/,39640
37027,"Caldwell, NC",1,Personal income (thousands of dollars),2541292
37027,"Caldwell, NC",2,Population (persons) 1/,81287
37027,"Caldwell, NC",3,Per capita personal income (dollars) 2/,31263
37029,"Camden, NC",1,Personal income (thousands of dollars),426292
37029,"Camden, NC",2,Population (persons) 1/,10309
37029,"Camden, NC",3,Per capita personal income (dollars) 2/,41351
37031,"Carteret, NC",1,Personal income (thousands of dollars),3044352
37031,"Carteret, NC",2,Population (persons) 1/,68879
37031,"Carteret, NC",3,Per capita personal income (dollars) 2/,44199
37033,"Caswell, NC",1,Personal income (thousands of dollars),715391
37033,"Caswell, NC",2,Population (persons) 1/,22941
37033,"Caswell, NC",3,Per capita personal income (dollars) 2/,31184
37035,"Catawba, NC",1,Personal income (thousands of dollars),6243298
37035,"Catawba, NC",2,Population (persons) 1/,155056
37035,"Catawba, NC",3,Per capita personal income (dollars) 2/,40265
37037,"Chatham, NC",1,Personal income (thousands of dollars),3676829
37037,"Chatham, NC",2,Population (persons) 1/,70928
37037,"Chatham, NC",3,Per capita personal income (dollars) 2/,51839
37039,"Cherokee, NC",1,Personal income (thousands of dollars),797895
37039,"Cherokee, NC",2,Population (persons) 1/,27178
37039,"Cherokee, NC",3,Per capita personal income (dollars) 2/,29358
37041,"Chowan, NC",1,Personal income (thousands of dollars),503163
37041,"Chowan, NC",2,Population (persons) 1/,14394
37041,"Chowan, NC",3,Per capita personal income (dollars) 2/,34956
37043,"Clay, NC",1,Personal income (thousands of dollars),323685
37043,"Clay, NC",2,Population (persons) 1/,10703
37043,"Clay, NC",3,Per capita personal income (dollars) 2/,30242
37045,"Cleveland, NC",1,Personal income (thousands of dollars),3265967
37045,"Cleveland, NC",2,Population (persons) 1/,96879
37045,"Cleveland, NC",3,Per capita personal income (dollars) 2/,33712
37047,"Columbus, NC",1,Personal income (thousands of dollars),1715656
37047,"Columbus, NC",2,Population (persons) 1/,56694
37047,"Columbus, NC",3,Per capita personal income (dollars) 2/,30262
37049,"Craven, NC",1,Personal income (thousands of dollars),4195496
37049,"Craven, NC",2,Population (persons) 1/,103451
37049,"Craven, NC",3,Per capita personal income (dollars) 2/,40555
37051,"Cumberland, NC",1,Personal income (thousands of dollars),12179768
37051,"Cumberland, NC",2,Population (persons) 1/,323838
37051,"Cumberland, NC",3,Per capita personal income (dollars) 2/,37611
37053,"Currituck, NC",1,Personal income (thousands of dollars),1036677
37053,"Currituck, NC",2,Population (persons) 1/,25263
37053,"Currituck, NC",3,Per capita personal income (dollars) 2/,41035
37055,"Dare, NC",1,Personal income (thousands of dollars),1733289
37055,"Dare, NC",2,Population (persons) 1/,35663
37055,"Dare, NC",3,Per capita personal income (dollars) 2/,48602
37057,"Davidson, NC",1,Personal income (thousands of dollars),5773793
37057,"Davidson, NC",2,Population (persons) 1/,164622
37057,"Davidson, NC",3,Per capita personal income (dollars) 2/,35073
37059,"Davie, NC",1,Personal income (thousands of dollars),1759290
37059,"Davie, NC",2,Population (persons) 1/,41753
37059,"Davie, NC",3,Per capita personal income (dollars) 2/,42136
37061,"Duplin, NC",1,Personal income (thousands of dollars),1911853
37061,"Duplin, NC",2,Population (persons) 1/,59159
37061,"Duplin, NC",3,Per capita personal income (dollars) 2/,32317
37063,"Durham, NC",1,Personal income (thousands of dollars),13394612
37063,"Durham, NC",2,Population (persons) 1/,300952
37063,"Durham, NC",3,Per capita personal income (dollars) 2/,44507
37065,"Edgecombe, NC",1,Personal income (thousands of dollars),1737339
37065,"Edgecombe, NC",2,Population (persons) 1/,54150
37065,"Edgecombe, NC",3,Per capita personal income (dollars) 2/,32084
37067,"Forsyth, NC",1,Personal income (thousands of dollars),16184845
37067,"Forsyth, NC",2,Population (persons) 1/,369019
37067,"Forsyth, NC",3,Per capita personal income (dollars) 2/,43859
37069,"Franklin, NC",1,Personal income (thousands of dollars),2029275
37069,"Franklin, NC",2,Population (persons) 1/,63710
37069,"Franklin, NC",3,Per capita personal income (dollars) 2/,31852
37071,"Gaston, NC",1,Personal income (thousands of dollars),7886647
37071,"Gaston, NC",2,Population (persons) 1/,213442
37071,"Gaston, NC",3,Per capita personal income (dollars) 2/,36950
37073,"Gates, NC",1,Personal income (thousands of dollars),382463
37073,"Gates, NC",2,Population (persons) 1/,11431
37073,"Gates, NC",3,Per capita personal income (dollars) 2/,33458
37075,"Graham, NC",1,Personal income (thousands of dollars),257045
37075,"Graham, NC",2,Population (persons) 1/,8616
37075,"Graham, NC",3,Per capita personal income (dollars) 2/,29833
37077,"Granville, NC",1,Personal income (thousands of dollars),1990171
37077,"Granville, NC",2,Population (persons) 1/,58674
37077,"Granville, NC",3,Per capita personal income (dollars) 2/,33919
37079,"Greene, NC",1,Personal income (thousands of dollars),634104
37079,"Greene, NC",2,Population (persons) 1/,21134
37079,"Greene, NC",3,Per capita personal income (dollars) 2/,30004
37081,"Guilford, NC",1,Personal income (thousands of dollars),21579330
37081,"Guilford, NC",2,Population (persons) 1/,517600
37081,"Guilford, NC",3,Per capita personal income (dollars) 2/,41691
37083,"Halifax, NC",1,Personal income (thousands of dollars),1728243
37083,"Halifax, NC",2,Population (persons) 1/,52456
37083,"Halifax, NC",3,Per capita personal income (dollars) 2/,32947
37085,"Harnett, NC",1,Personal income (thousands of dollars),3988895
37085,"Harnett, NC",2,Population (persons) 1/,128140
37085,"Harnett, NC",3,Per capita personal income (dollars) 2/,31129
37087,"Haywood, NC",1,Personal income (thousands of dollars),2107798
37087,"Haywood, NC",2,Population (persons) 1/,59868
37087,"Haywood, NC",3,Per capita personal income (dollars) 2/,35207
37089,"Henderson, NC",1,Personal income (thousands of dollars),4231103
37089,"Henderson, NC",2,Population (persons) 1/,112655
37089,"Henderson, NC",3,Per capita personal income (dollars) 2/,37558
37091,"Hertford, NC",1,Personal income (thousands of dollars),720873
37091,"Hertford, NC",2,Population (persons) 1/,24184
37091,"Hertford, NC",3,Per capita personal income (dollars) 2/,29808
37093,"Hoke, NC",1,Personal income (thousands of dollars),1547562
37093,"Hoke, NC",2,Population (persons) 1/,52671
37093,"Hoke, NC",3,Per capita personal income (dollars) 2/,29382
37095,"Hyde, NC",1,Personal income (thousands of dollars),186360
37095,"Hyde, NC",2,Population (persons) 1/,5526
